frame_id,timestamp_seconds,is_violent,confidence,ground_truth_violent,capture_confidence_floor
1,0.000000,False,0.000000,False,0.250000
2,0.033333,False,0.000000,False,0.250000
3,0.066667,False,0.000000,False,0.250000
4,0.100000,False,0.000000,False,0.250000
5,0.133333,False,0.000000,False,0.250000
6,0.166667,False,0.000000,False,0.250000
7,0.200000,False,0.000000,False,0.250000
8,0.233333,False,0.000000,False,0.250000
9,0.266667,False,0.000000,False,0.250000
10,0.300000,False,0.000000,False,0.250000
11,0.333333,False,0.000000,False,0.250000
12,0.366667,False,0.000000,False,0.250000
13,0.400000,False,0.000000,False,0.250000
14,0.433333,False,0.000000,False,0.250000
15,0.466667,False,0.000000,False,0.250000
16,0.500000,False,0.000000,False,0.250000
17,0.533333,False,0.000000,False,0.250000
18,0.566667,False,0.000000,False,0.250000
19,0.600000,False,0.000000,False,0.250000
20,0.633333,False,0.000000,False,0.250000
21,0.666667,False,0.000000,False,0.250000
22,0.700000,False,0.000000,False,0.250000
23,0.733333,False,0.000000,False,0.250000
24,0.766667,False,0.000000,False,0.250000
25,0.800000,False,0.000000,False,0.250000
26,0.833333,False,0.000000,False,0.250000
27,0.866667,False,0.000000,False,0.250000
28,0.900000,False,0.000000,False,0.250000
29,0.933333,False,0.000000,False,0.250000
30,0.966667,False,0.000000,False,0.250000
31,1.000000,False,0.000000,False,0.250000
32,1.033333,False,0.000000,False,0.250000
33,1.066667,False,0.000000,False,0.250000
34,1.100000,False,0.000000,False,0.250000
35,1.133333,False,0.000000,False,0.250000
36,1.166667,False,0.000000,False,0.250000
37,1.200000,False,0.000000,False,0.250000
38,1.233333,False,0.000000,False,0.250000
39,1.266667,False,0.000000,False,0.250000
40,1.300000,False,0.000000,False,0.250000
41,1.333333,False,0.000000,False,0.250000
42,1.366667,False,0.000000,False,0.250000
43,1.400000,True,0.328341,False,0.250000
44,1.433333,True,0.494632,False,0.250000
45,1.466667,True,0.477145,False,0.250000
46,1.500000,False,0.000000,False,0.250000
47,1.533333,False,0.000000,False,0.250000
48,1.566667,False,0.000000,False,0.250000
49,1.600000,False,0.000000,False,0.250000
50,1.633333,False,0.000000,False,0.250000
51,1.666667,False,0.000000,False,0.250000
52,1.700000,False,0.000000,False,0.250000
53,1.733333,False,0.000000,False,0.250000
